"[26, 27]","85,681","[245, 1479, 2556, 2558, 2588]","","9780008134365","8134367","9780008134365","3.83","6","Spelling Ages 5-6: New Edition"
"[28]","","[2885, 3108, 3112]","","9781690582076","1690582073","9781690582076","","","Infused : Adventures in Tea"
"[29]","62126","[37, 57, 94, 96, 1916, 1942]","","9781783298341","1783298340","9781783298341","4.39","28","The Art of Tom Clancy's The Division"
"[30]","95,009","[245, 273, 274]","Bilingual edition","9780071763011","71763015","9780071763011","4.19","26","Practice Makes Perfect German Vocabulary"
"[31, 32]","","[222, 223, 233, 305, 3100, 3107]","Unabridged","9781536617795","1536617792","9781536617795","3.64","2660","The First Third & Other Writings"
"[33, 34]","53644","[1005, 1939, 1940]","","9781491902400","149190240X","9781491902400","4.0","106","Discussing Design"
"[35, 36, 37, 38, 39]","108,758","[245, 273, 292]","Bilingual edition","9780486448060","486448061","9780486448060","4.17","131","Allen and Greenough's New Latin Grammar"
"[40, 41]","","[214, 215, 233, 408, 2715, 2646, 690, 840, 3098, 3100]","Unabridged","9781684571987","1684571987","9781684571987","","","The Twice-Born : Life and Death on the Ganges"
"[42]","126900","[245, 246, 249, 977, 2802]","","9780060987404","60987405","9780060987404","3.91","380","On Speaking Well"
"[43, 44]","","[214, 220, 222, 2698, 684, 3113]","Unabridged","9781515911852","1515911853","9781515911852","3.95","2447","Gertrude Bell : Queen of the Desert, Shaper of Nations"
"[45]","188994","[1902, 1917, 1939, 1946]","","9780321822512","032182251X","9780321822512","3.86","30","Adobe Flash Professional CS6 Classroom in a Book"
"[46]","154532","[245, 273]","","9780071805094","71805095","9780071805094","4.19","21","Practice Makes Perfect German Verb Tenses"
"[47, 48]","","[214, 233, 2785, 2812, 3100, 3112]","Unabridged","9781515965510","1515965511","9781515965510","4.05","624","Traveling with Ghosts : A Memoir"
"[49]","256945","[195, 3310, 211, 3326, 212, 3327, 1911, 1945]","","9781458413680","1458413683","9781458413680","4.0","2","Power Tools for Cubase 7 : Master Steinberg's Power Multi-platform Audio Production Software"
"[50]","23,045","[245]","Revised","9781582976167","1582976163","9781582976167","3.96","445","Grammatically Correct : The Essential Guide to Spelling, Style, Usage, Grammar, and Punctuation"
"[51]","","[214, 3100]","","9781690563174","1690563176","9781690563174","","","Antarctica's Lost Aviator : The Epic Adventure to Explore the Last Frontier on Earth"
"[52]","332534","[87, 1912, 1947]","","9781119235606","111923560X","9781119235606","3.66","337","Digital Photography For Dummies"
"[53, 54]","165051","[245, 249, 274]","Revised","9780805075601","805075607","9780805075601","4.18","175","Grammar Bible"
"[55, 56]","1752465","[378, 729, 2772, 2778, 3092, 3099, 3100, 3112]","Unabridged","9781531868130","1531868134","9781531868130","3.86","861","A Walk for Sunshine : A 2,160-mile Expedition for Charity on the Appalachian Trail"
"[57, 58, 59]","249,460","[1938, 1983, 1995]","","9780134495491","134495497","9780134495491","3.4","5","OpenGL Programming Guide : The Official Guide to Learning OpenGL, Version 4.5 with SPIR-V"
"[60, 61]","198,560","[245, 253, 263, 273, 783, 3328]","Bilingual edition","9781473601185","1473601185","9781473601185","4.66","3","Voila (3rd edition) A French Course for Adult Beginners : Coursebook"
"[62, 63]","2685026","[233, 2646, 3100, 3101, 3112]","Unabridged","9781491599105","1491599103","9781491599105","4.1","1286","On the Trail of Genghis Khan : An Epic Journey Through the Land of the Nomads"
"[64]","24131","[977, 1010, 1938]","","9781974415700","1974415708","9781974415700","4.14","485","The One Hour Content Plan : The Solopreneur's Guide to a Year's Worth of Blog Post Ideas in 60 Minutes and Creating Content That Hooks and Sells"
"[65]","239,191","[241, 245, 252, 253, 260, 264]","New edition","9781138947344","9781138947344","","3.81","79","Analysing Sentences : An Introduction to English Syntax"
"[66]","","[214, 215, 233, 3013, 3092, 3098, 3100]","Unabridged","9781977300843","1977300847","9781977300843","3.9","1230","Walking to Listen : 4,000 Miles Across America, One Story at a Time"
"[67, 68, 69, 70, 71]","274696","[1903, 1938]","","9781118791783","1118791789","9781118791783","3.66","9","Facebook All-in-One For Dummies"
"[72]","42,452","[245, 256, 376, 3111, 3387]","Bilingual edition","9781842051122","1842051121","9781842051122","5.0","1","Irish Phrasebook"
"[73, 74]","","[214, 2968, 3098, 3099, 3100, 3112]","Unabridged","9781522681298","1522681299","9781522681298","3.66","3","Queen of the Road : The True Tale of 47 States, 22,000 Miles, 200 Shoes, 2 Cats, 1 Poodle, a Husband and a Bus with a Will of its Own"
"[75, 76]","50374","[94, 1897, 1902, 1915, 1938]","","9781593278861","1593278861","9781593278861","4.66","6","Make Your Own Pixel Art"
"[77]","23541","[37, 245, 249, 1530, 1900, 1902]","","9781408895023","1408895021","9781408895023","3.75","333","A World Without ""Whom"" : The Essential Guide to Language in the Buzzfeed Age"
"[78]","2689286","[214, 233, 633, 682, 707, 3100, 3112]","Unabridged","9781494568764","1494568764","9781494568764","3.68","2038","The Only Street in Paris : Life on the Rue Des Martyrs"
"[79]","328589","[3, 4, 57, 68, 80, 834, 3379, 1915, 1938, 2943]","","9781909414372","1909414379","9781909414372","4.57","7","Digital Painting Techniques Volume 8"
"[80]","253922","[245, 249]","","9780312573478","312573472","9780312573478","4.14","163","Grammar Girl's 101 Troublesome Words You'll Master in No Time"
"[81, 82]","","[2644, 3100]","Unabridged","9781541409972","1541409973","9781541409972","3.96","1116","The Pursuit of Italy : A History of a Land, Its Regions, and Their Peoples"
"[83]","321149","[400, 1900, 1915, 1917, 1938, 2056, 2060, 2063, 2065, 2067, 2070, 2073, 2074, 2075, 2077]","","9781491928325","1491928328","9781491928325","3.88","43","Augmented Human"
"[84]","268,020","[245, 273, 276]","Bilingual edition","9781473617438","147361743X","9781473617438","","","Finnish Tutor: Grammar and Vocabulary Workbook (Learn Finnish with Teach Yourself) : Advanced beginner to upper intermediate course"
"[85, 86, 87, 88, 89]","2733001","[292, 336, 2617, 370, 3100]","Unabridged","9781511396721","1511396725","9781511396721","3.04","192","Seattle Noir"
"[90]","344817","[1902, 1917, 1938, 2072]","","9780470502167","470502169","9780470502167","3.93","15","Introducing Maya 2011"
"[91]","253986","[245, 2645, 2657, 2663]","","9781782438496","1782438491","9781782438496","3.63","573","How to Behave Badly in Renaissance Britain"
"[92]","","[214, 1681, 3100]","Unabridged","9781799727361","179972736X","9781799727361","3.5","92","Great Exploration Hoaxes"
"[93]","402209","[3174, 3178, 3230, 1684, 1860, 1938]","","9780470633458","047063345X","9780470633458","3.7","79","Missional Communities : The Rise of the Post-Congregational Church"
"[94]","285450","[245, 274, 315]","","9780194000918","194000915","9780194000918","","","Oxford Academic Vocabulary Practice: Upper-Intermediate B2-C1: with Key"
"[95, 96]","674,047","[3100, 3112]","Unabridged","9780563494331","563494336","9780563494331","3.82","47169","The Lost Continent"
"[97]","127,328","[2489, 2499, 2504, 2600]","","9780064400077","64400077","9780064400077","4.18","69320","Little Town on the Prairie"
"[98]","87686","[314, 820, 3365, 836, 3381, 1903, 1939, 2077]","","9780321903044","321903048","9780321903044","4.11","34","Interface Design for Learning : Design Strategies for Learning Experiences"
"[99, 100]","","[1531, 2977, 3100, 3101]","Unabridged","9781482930320","1482930323","9781482930320","3.77","502","Falling Upwards Lib/E : How We Took to the Air"
"[101, 102]","19887","[728, 759, 823, 3368, 827, 3372, 830, 3375, 2779, 2596, 2606]","","9781853029509","1853029505","9781853029509","4.0","51","My Social Stories Book"
"[103]","22630","[40, 57, 1916, 1946]","","9781945683213","194568321X","9781945683213","","","Cinematic Art of StarCraft"
"[104, 105]","","[2649, 1520, 1593, 1597, 1620, 1664, 1668, 1689, 2994, 3100, 3112]","Unabridged","9781515912866","1515912868","9781515912866","4.2","885","The Living Great Lakes : Searching for the Heart of the Inland Seas"
"[106]","38509","[2488, 2490, 2501, 2506, 2609]","","9781534427204","1534427201","9781534427204","4.47","315","Dork Diaries: Tales from a Not-So-Best Friend Forever"
"[107]","405981","[95, 1917, 1941]","","9781906860219","1906860211","9781906860219","5.0","3","LaTeX Quick Reference"
"[108, 109]","","[214, 3112]","Unabridged","9781799722199","1799722198","9781799722199","3.57","497","Ten Years a Nomad : A Traveler's Journey Home"
"[110]","955804","[98, 2978, 2980]","","9780007110056","7110057","9780007110056","3.87","2185","Bart Simpson's Guide to Life : A Wee Handbook for the Perplexed"
"[111]","23143","[2488, 2490, 2604, 2605, 2609]","","9780525475064","525475060","9780525475064","4.04","998795","Looking for Alaska"
"[112]","418649","[1939, 2004, 2006]","","9780134291253","134291255","9780134291253","3.96","129","PHP for the Web : Visual QuickStart Guide"
"[113]","67412","[18, 125, 834, 3379, 2512]","","9781439213537","1439213534","9781439213537","4.35","17","Shakespeare's Macbeth for Kids"
"[114]","1693491","[2980]","","9780955306334","955306337","9780955306334","5.0","1","Monster Live: Dylan Moran"
"[115]","17054","[2488, 2490, 2499, 2600, 2607, 2609]","","9780147516718","147516714","9780147516718","3.9","1140","The Great Treehouse War"
"[116]","392766","[131, 248, 1946, 2074]","","9781138629660","1138629669","9781138629660","4.0","7","Storytelling for Virtual Reality : Methods and Principles for Crafting Immersive Narratives"
"[]","387335","[125, 199, 3314, 200, 3315, 211, 3326]","","9780881889840","881889849","9780881889840","4.45","20","Definitive Broadway Collection"
"[117]","1899506","[134, 3249, 136, 3251, 142, 3257, 143, 3258, 2978, 2980, 2984]","","9780413732903","413732908","9780413732903","3.55","18","A Pocketful of Python: v.1"
"[118]","60486","[2491, 2499, 2504, 2600]","","9780545459372","545459370","9780545459372","4.19","4083","I Survived the Japanese Tsunami, 2011 (I Survived #8)"
"[119]","459242","[131, 133, 3248, 141, 3256, 142, 3257, 1938]","","9780240820354","240820355","9780240820354","4.25","8","Digital Compositing with Nuke"
"[120]","351998","[128, 287]","","9780571199945","571199941","9780571199945","3.8","174","Thinking Like a Director : A Practical Handbook"
"[121, 122, 123]","1,070,258","[142, 3257, 146, 3261, 2978, 2980]","Unabridged","9780563504283","563504285","9780563504283","5.0","2","Little Britain:Best Of TV Series 3"
"[124, 125]","13,920","[2770, 2458, 2597]","New edition","9781575421964","9781575421964","","3.84","264","Germs are Not for Sharing"
"[126]","436506","[89, 142, 3257, 248, 1793, 1802, 1808, 1913, 1946]","","9780071791366","71791361","9780071791366","3.33","12","Digital Filmmaking for Beginners A Practical Guide to Video Production"
"[127, 128, 129]","364439","[125, 127, 287]","","9781557837028","1557837023","9781557837028","3.61","13","Duo! : The Best Scenes for Two for the 21st Century"
"[]","","[142, 3257, 2980]","","9781405677424","1405677422","9781405677424","4.0","2","Will Smith Presents : The Tao of Bergerac"
"[130, 131]","64498","[2491, 2495, 2496, 2499, 2600]","","9780062024688","006202468X","9780062024688","3.64","22329","Wildwood"
"[132]","480953","[1939, 2004, 2007]","","9781593274870","1593274874","9781593274870","3.85","105","The Modern Web"
"[133, 134]","513924","[125, 132, 3247, 148, 3263, 158, 3273, 218]","","9780143130635","143130633","9780143130635","3.52","63","The Secret History of Magic : The True Story of the Deceptive Art"
"[135]","","[2978, 2980]","","9781841156750","1841156752","9781841156750","4.23","303","TV Go Home"
"[136]","37297","[2498, 2503, 2596]","","9781474915021","1474915027","9781474915021","4.28","3350","What's a Girl Gotta Do?"
"[137, 138, 139]","324111","[1939, 2004, 2077]","","9781492026921","1492026921","9781492026921","4.13","36","Designing Web APIs : Building APIs That Developers Love"
"[140]","124520","[2893, 2912, 3100]","","9781423632795","1423632796","9781423632795","3.73","49","Paris Flea Market Style"
"[141, 142]","","[198, 3313, 2980]","","9781471322990","1471322998","9781471322990","","","The Grumbleweeds"
"[143]","705838","[1793, 1794, 1949, 1970, 2045]","","9781680451832","1680451839","9781680451832","4.53","15","Linux for Makers"
"[144]","66784","[2471, 2488, 2489, 2491, 2500, 2501, 2522, 2611]","","9780141370224","014137022X","9780141370224","3.97","1211","The Hodgeheg"
"[145]","515259","[83, 84, 87, 1947]","","9781781577325","1781577323","9781781577325","3.0","1","Imagine. Shoot. Create. : Creative Photography"
"[146]","130812","[83, 107, 116, 121, 2912]","","9780804839822","804839824","9780804839822","4.0","11","Bali Home : Inspirational Design Ideas"
"[147]","1886950","[2980]","","9780297851509","297851500","9780297851509","3.3","33","Grumpy Old Christmas : N/A"
"[148]","","[147, 3262, 2980]","","9780713000887","713000880","9780713000887","4.33","80","More Goon Show Scripts"
"[149]","14303","[2491, 2499, 2504, 2600]","","9780545682442","545682444","9780545682442","4.32","13146","A Night Divided (Scholastic Gold)"
"[150]","481709","[1898, 1916, 1942, 1991]","","9780993474460","993474462","9780993474460","4.12","16","The Micro Kids : An 80s Adventure with ZX Spectrum, Commodore 64 and more"
"[151, 152]","143492","[92, 116, 121, 2958, 2912]","","9780847835690","847835693","9780847835690","4.31","47","English Country House Interiors"
"[]","1361617","[2980]","","9780711236882","711236887","9780711236882","1.0","1","Breaking Bad Say My Name Badass Best Quotes"
"[153]","797864","[142, 3257, 2978, 2980]","","9780593073483","593073487","9780593073483","3.9","11","I'm A Celebrity... Get Me Out Of Here! The Inside Story"
"[154]","31775","[2488, 2490, 2498, 2596, 2609]","","9781534408968","1534408967","9781534408968","3.73","18646","Emergency Contact"
"[155]","44,298","[57, 1938, 1946]","New edition","9781138303164","9781138303164","","","","Rig it Right! Maya Animation Rigging Concepts, 2nd edition"
"[156]","147014","[2911]","","9781592333714","1592333710","9781592333714","4.05","78","Makeup Makeovers in 5, 10, 15, and 20 Minutes : Expert Secrets for Stunning Transformations"
"[157]","700213","[2978, 2980, 2452]","","9780762440122","762440120","9780762440122","","","The Three Stooges : See No Evil, Hear No Evil, Speak No Evil"
"[158]","2396653","[2980]","","9780752891460","752891464","9780752891460","3.36","41","The Secret Diary of a Grumpy Old Woman"
"[159]","31,483","[2490, 2499, 2600]","","9780375865022","375865020","9780375865022","3.52","36525","The Spectacular Now"
"[160]","571814","[81, 87, 1947]","","9780240521831","240521838","9780240521831","4.6","5","Adobe Photoshop Elements 8: Maximum Performance : Unleash the hidden performance of Elements"
"[161, 162]","16305","[92, 93, 102, 121, 2912]","","9780847866625","847866629","9780847866625","","","Pierre Yovanovitch"
"[117, 163]","1,170,938","[142, 3257, 2978, 2980, 2490, 2515]","Unabridged","9781408409862","9781408409862","","4.16","6","Fawlty Towers : Second Sitting"
"[]","","[2980]","","9781405687591","1405687592","9781405687591","","","Victoria Wood Collection"
"[164]","57,214","[2471, 2487, 2488, 2500, 2501, 2597]","Revised","9780671449025","9780671449025","","4.22","21878","The Going to Bed Book"
"[165]","568,258","[1916, 1946, 2515, 2521, 2542, 2584]","","9781510705937","1510705937","9781510705937","4.57","26","Hacks for Minecrafters: Mods : The Unofficial Guide to Tips and Tricks That Other Guides Won't Teach You"
"[166]","151631","[103, 2910, 2911, 3100]","","9780425280706","425280705","9780425280706","4.15","139","Bright Lights Paris : Shop, Dine & Live...Parisian Style"
"[167]","","[2980]","Unabridged","9780007451111","7451113","9780007451111","","","I, Partridge: We Need To Talk About Alan"
"[110]","1323925","[2980]","","9780007267095","7267096","9780007267095","3.73","89","Ned Flanders' Book of Faith"
"[168]","65,388","[2488, 2489, 2503, 2568, 2611]","","9780307020970","9780307020970","","4.16","6810","LGB Tootle"
"[169, 170, 171, 172]","757114","[1939, 2004, 2020]","","9781617290398","1617290394","9781617290398","3.69","33","Linked Data"
"[173]","166236","[2911]","","9780914955115","091495511X","9780914955115","4.0","52","Ayurvedic Beauty Care : Ageless Techniques to Invoke Natural Beauty"
"[]","1293568","[2980]","","9781847708601","1847708609","9781847708601","","","Official DCI Gene Hunt Calendar 2012"
"[]","","[2979, 2980]","","9781847709356","1847709354","9781847709356","","","Official Family Guy Block Calendar 2012"
"[174]","36,284","[2490, 2493, 2498, 2499, 2600]","","9780060887414","60887419","9780060887414","4.05","50812","Pretty Little Liars #4: Unbelievable"
"[175]","585952","[87, 1902, 1947]","","9780240521589","240521587","9780240521589","3.57","7","Advanced Photoshop Elements 7 for Digital Photographers : Advanced Photoshop Elements 7 for Digital Photographers"
"[176]","175262","[2772, 2910, 2911]","","9780008375522","8375526","9780008375522","","","skinCARE : The Ultimate No-Nonsense Guide"
"[177, 178]","1206849","[2980]","","9781906015404","1906015406","9781906015404","4.0","4","1001 Reasons Why Eastenders is Pony!"
"[179, 117, 180]","2873462","[2980]","","9781906128050","1906128057","9781906128050","","","""Fawlty Towers"""
"[]","","[2980]","","9781855381049","1855381044","9781855381049","","","Instant Monty Python"
"[181, 182]","42,739","[2596]","","9781444003345","9781444003345","","4.08","93","The Complete Philosophy Files"
"[183]","612551","[1939, 1983, 2004, 2075, 2076]","","9781593276058","1593276052","9781593276058","3.81","16","Data Visualization With Javascript"
"[184]","72636","[121, 2912]","","9780865653580","865653585","9780865653580","5.0","1","Cabana: Anthology"
"[185]","61032","[103, 106, 2944, 2910]","","9780500293966","500293961","9780500293966","4.68","16","The Parisian Gentleman"
"[186, 187]","169,437","[103, 104, 106, 2791, 2944, 2911]","","9780870054358","087005435X","9780870054358","4.22","18","Classic Tailoring Techniques : A Construction Guide for Women's Wear"
"[188, 189]","14545","[218, 2804, 2812, 2813, 2911]","","9780757302312","757302319","9780757302312","4.08","1386","How to be Like Walt : Capturing the Disney Magic Every Day of Your Life"
"[190, 191]","36087","[2488, 2490, 2495, 2496, 2557, 2609]","","9780399558863","399558861","9780399558863","3.9","22","Magical Mermaids! (Shimmer and Shine)"
"[192, 193]","836950","[92, 94, 101, 1711, 1903, 1939]","","9789063692513","906369251X","9789063692513","4.2","20","Meta Products : Building the Internet of Things"
"[194]","4521","[1456, 2790, 2831, 2835, 2911]","","9780956150769","956150764","9780956150769","3.0","1","Facial Gua Sha : A Step-by-step Guide to a Natural Facelift"
"[195]","105730","[2645, 2663, 2911]","","9780747808398","747808392","9780747808398","3.7","101","Beauty and Cosmetics 1550 to 1950"
"[196, 197]","29272","[2807, 2913, 3099, 3100, 3107, 3108]","","9781760559908","1760559903","9781760559908","4.62","8","Tokyo"
"[198]","178360","[62, 92, 1876, 2966, 2912]","","9780847843480","847843483","9780847843480","4.4","10","Jeff Leatham : Revolutionary Floral Art and Design"
"[199, 200, 201, 202]","40314","[3181, 2550, 2571, 2572, 2607]","","9781888375220","1888375221","9781888375220","4.37","58","Each Breath A Smile"
"[203, 204]","634076","[57, 98, 140, 3255, 1938, 1946]","","9780240817347","240817346","9780240817347","4.44","9","Rowland B. Wilson's Trade Secrets : Notes on Cartooning and Animation"
"[205]","12096","[2954, 2912]","","9781627003872","1627003878","9781627003872","4.72","11","Inspired Bead Embroidery : New jewelry designs by Sherry Serafini"
"[206]","205453","[8, 29, 69, 103, 121, 2912]","","9783791356013","3791356011","9783791356013","4.51","43","Georgia O'Keeffe: Living Modern"
"[207]","187067","[54, 2954, 2912]","","9781454708759","1454708751","9781454708759","4.1","10","Timeless Beadwork Designs"
"[208]","187304","[2802, 2812, 2813, 2911]","","9781440573637","1440573638","9781440573637","3.68","827","Do Less : A Minimalist Guide to a Simplified, Organized, and Happy Life"
"[209]","39,093","[2488, 2490, 2499, 2600]","","9781416950066","9781416950066","","4.31","53149","Identical"
"[210]","652,604","[1943, 1996, 2004, 2006]","","9780077103934","77103939","9780077103934","3.6","5","Practical Object-Oriented Design With Uml"
"[211]","190471","[121, 2912, 3385]","","9781849942805","1849942803","9781849942805","4.5","4","Millie Marotta's Home Sticker Book : over 75 stickers or decals for wall and home decoration"
"[212]","112940","[92, 2819, 2942, 2943, 2960, 2912]","","9780486790183","486790185","9780486790183","5.0","3","Creative Haven Terrific Tessellations Coloring Book"
"[213]","187907","[2960, 2961, 2912]","","9781601408426","1601408420","9781601408426","3.82","35","Paper Crafts: The Joy of Card Making"
"[214]","95145","[111, 116, 121, 1703, 2912]","","9780062569097","62569090","9780062569097","3.69","13","150 Best New Eco Home Ideas"
"[215, 216, 217]","79244","[2488, 2490, 2499, 2501, 2600, 2606]","","9780316206921","031620692X","9780316206921","4.14","10276","I Funny : A Middle School Story"
"[175]","675849","[81, 87, 1912, 1938, 1947]","","9780415824453","415824451","9780415824453","2.66","3","Adobe Photoshop Elements 11 for Photographers : The Creative Use of Photoshop Elements"
"[218]","15055","[1703, 2818, 2909]","","9781529105636","1529105633","9781529105636","","","Minimal : How to simplify your life and live sustainably"
"[219]","215330","[2913, 3099, 3100, 3108]","","9781741174991","1741174996","9781741174991","3.8","5","London Precincts : A Curated Guide to the City's Best Shops, Eateries, Bars and Other Hangouts"
"[220]","192328","[286, 292, 2914]","","9780141014951","141014954","9780141014951","3.53","26","Poems and Readings for Weddings"
"[221]","228583","[101, 121, 292, 2912]","","9782080203366","2080203363","9782080203366","4.25","16","Axel Vervoordt: Stories and Reflections"
"[222]","43,213","[2488, 2490, 2608]","","9780440412106","9780440412106","","4.45","1156","Something Beautiful"
"[223]","66388","[1933, 1940, 2072]","","9781119243335","1119243335","9781119243335","3.5","2","AutoCAD 2017 and AutoCAD LT 2017 Essentials"
"[224, 225]","43810","[102, 121, 2912]","","9781849755504","1849755507","9781849755504","3.75","20","Imperfect Home"
"[226]","180666","[102, 121, 2912]","","9781849756211","184975621X","9781849756211","3.2","39","Keep it Simple : A Guide to a Happy, Relaxed Home"
"[227]","199651","[110, 121, 2912]","","9780847860210","847860213","9780847860210","4.04","46","A Place to Call Home : Tradition, style, and memory in the new American house"
"[228]","228742","[2911]","","9781522744504","1522744509","9781522744504","4.1","10","Makeup Artist Face Charts"
"[229]","58516","[2499, 2500, 2501, 2600, 2602]","","9780688147389","688147380","9780688147389","4.23","3666","Sheila Rae, the Brave"
"[230]","646826","[1938, 1939, 1946, 2004, 2077]","","9780134096667","134096665","9780134096667","3.87","16","Web Animation using JavaScript : Develop & Design"
"[231]","17733","[103, 104, 2642, 2658, 2663, 716, 2904, 2906, 2911]","","9780486297118","048629711X","9780486297118","4.39","51","Victorian and Edwardian Fashions from ""La Mode Illustree"""
"[232]","56148","[346, 347, 360, 2632, 362, 2911]","","9780751573107","751573108","9780751573107","4.27","571","Her Mother's Secret"
"[233]","71547","[1703, 2802, 2813, 2912, 2920]","","9780008344825","8344825","9780008344825","3.75","44","Mind Over Clutter : Cleaning Your Way to a Calm and Happy Home"
"[234]","67237","[2911]","","9781511906968","1511906960","9781511906968","3.0","1","Luxurious Bath Bombs - 40 Bath Bomb Recipes : Simply DIY Recipes For Relaxation or Profit"
"[235]","60854","[2488, 2490, 2506, 2596, 2609]","","9780525429999","525429999","9780525429999","4.07","8913","All's Faire In Middle School"
"[236]","697989","[87, 1938, 1947]","","9780321966940","321966945","9780321966940","3.83","71","The HDR Book : Unlocking the Pros' Hottest Post-Processing Techniques"
"[237]","210977","[2954, 2912]","","9781627004022","1627004025","9781627004022","4.0","3","The Absolute Beginners Guide: Jewelry Making with Resin"
"[238]","95,571","[763, 977, 1005, 2804, 2915]","Revised","9780062295347","62295349","9780062295347","3.5","657","How to Work a Room : The Ultimate Guide to Making Lasting Connections--In Person and Online"
"[239]","186671","[3173, 2912]","","9781400320882","1400320887","9781400320882","4.13","174","Inspired You : Breathing New Life into Your Heart and Home"
"[240]","184849","[92, 2788, 2911]","","9781250003447","125000344X","9781250003447","3.83","334","Feed Your Face : Younger, Smoother Skin and a Beautiful Body in 28 Delicious Days"
"[241]","36939","[2488, 2491, 2612]","","9781849418379","1849418373","9781849418379","4.54","113","Mission Survival 7: Rage of the Rhino"
"[242]","","[1939, 2004]","","9781732205833","1732205833","9781732205833","4.28","7","Bootstrap Reference Guide : Bootstrap 4 and 3 Cheat Sheets Collection"
"[243]","219,453","[64, 92, 103, 106, 2944, 2910]","Revised","9781438011554","1438011555","9781438011554","4.5","2","The Fashion Designer's Textile Directory : A Guide to Fabrics' Properties, Characteristics, and Garment-Design Potential"
"[244]","240002","[2942, 2954, 2912]","","9781933308142","1933308141","9781933308142","3.78","23","Wagashi : Handcrafted Fashion Art from Japan"
"[245]","218874","[2942, 2954, 2912]","","9781620336595","1620336596","9781620336595","4.43","41","Advanced Chain Maille Jewelry Workshop : Weaving with Rings & Scale Maille"
"[246]","201447","[2788, 2911]","","9781937066109","193706610X","9781937066109","3.61","153","Chic & Slim : How Those Chic French Women Eat All That Rich Food and Still Stay Slim"
"[247, 248]","62,522","[2458, 2488, 2490, 2499, 2600]","New edition","9780811821315","9780811821315","","4.2","6498","Mama Do You Love Me? Board Book"
"[249]","1,334,343","[1793, 1799, 1940]","Enlarged, Revised","9783895784606","3895784605","9783895784606","","","Automating with SIMATIC S7-1500 : Configuring, Programming and Testing with STEP 7 Professional"
"[250]","226598","[2910, 2911]","","9781849491877","1849491879","9781849491877","3.48","153","How to be Adored"
"[251]","231256","[83, 92, 93, 103, 2910]","","9780847841851","847841855","9780847841851","4.66","9","Dior Glamour : 1952-1962"
"[252]","205146","[37, 103, 2911]","","9781780674858","1780674856","9781780674858","4.16","12","Art & Makeup"
"[253]","219540","[2646, 635, 716, 947, 2761, 977, 986, 2915, 3100]","Revised","9781857338348","1857338340","9781857338348","3.54","72","Vietnam - Culture Smart! : The Essential Guide to Customs & Culture"
